 

stn    time           tre200dx
RAG    19420222            9.0
RAG    19420223           10.2
RAG    19420224            7.6
RAG    19420225            1.6
RAG    19420226            2.0
RAG    19420227            1.6
RAG    19420228            3.2
RAG    19420301            3.5
RAG    19420302            1.4
RAG    19420303            1.7
RAG    19420304            9.7
RAG    19420305            9.8
RAG    19420306           15.2
RAG    19420307           14.1
RAG    19420308            4.1
RAG    19420309            5.9
RAG    19420310            7.4
RAG    19420311            7.6
RAG    19420312            5.2
RAG    19420313            5.7
RAG    19420314           16.9
RAG    19420315           14.7
RAG    19420316           13.0
RAG    19420317           18.6
RAG    19420318           13.4
RAG    19420319           12.3
RAG    19420320            9.8
RAG    19420321           16.7
RAG    19420322           16.0
RAG    19420323           10.0
RAG    19420324            6.4
RAG    19420325           10.7
RAG    19420326           15.3
RAG    19420327           16.0
RAG    19420328           16.6
RAG    19420329           11.3
RAG    19420330           10.4
RAG    19420331           15.4
RAG    19420401           11.0
RAG    19420402            9.8
RAG    19420403           15.1
RAG    19420404           11.2
RAG    19420405           14.7
RAG    19420406           17.7
RAG    19420407           18.4
RAG    19420408           11.3
RAG    19420409           15.6
RAG    19420410           12.8
RAG    19420411           16.6
RAG    19420412           16.4
RAG    19420413           17.6
RAG    19420414           13.4
RAG    19420415           11.2
RAG    19420416           14.1
RAG    19420417           15.1
RAG    19420418           14.6
RAG    19420419           12.2
RAG    19420420           17.6
RAG    19420421           13.9
RAG    19420422           12.3
RAG    19420423           12.3
RAG    19420424           16.9
RAG    19420425           15.4
RAG    19420426           14.6
RAG    19420427           20.6
RAG    19420428           16.8
RAG    19420429           11.5
RAG    19420430            5.1
RAG    19420501            6.3
RAG    19420502            7.4
RAG    19420503            4.2
RAG    19420504           12.6
RAG    19420505           16.5
RAG    19420506           20.5
RAG    19420507           22.6
RAG    19420508           21.3
RAG    19420509           22.0
RAG    19420510           22.2
RAG    19420511           17.1
RAG    19420512           19.6
RAG    19420513           21.8
RAG    19420514           14.5
RAG    19420515           12.4
RAG    19420516           18.4
RAG    19420517           20.6
RAG    19420518           26.4
RAG    19420519           25.1
RAG    19420520           27.8
RAG    19420521           22.8
RAG    19420522           15.6
RAG    19420523           19.7
RAG    19420524           15.8
RAG    19420525           20.0
RAG    19420526           22.0
RAG    19420527           26.5
RAG    19420528           28.5
RAG    19420529           22.6
RAG    19420530           17.4
RAG    19420531           17.6
RAG    19420601           13.0
RAG    19420602           19.4
RAG    19420603           22.0
RAG    19420604           24.9
RAG    19420605           26.2
RAG    19420606           27.7
RAG    19420607           29.6
RAG    19420608           24.1
RAG    19420609           25.8
RAG    19420610           25.8
RAG    19420611           29.4
RAG    19420612           20.1
RAG    19420613           14.9
RAG    19420614           17.3
RAG    19420615           14.0
RAG    19420616           13.4
RAG    19420617           12.2
RAG    19420618           18.1
RAG    19420619           21.4
RAG    19420620           23.0
RAG    19420621           22.8
RAG    19420622           23.5
RAG    19420623           24.4
RAG    19420624           26.8
RAG    19420625           22.1
RAG    19420626           17.7
RAG    19420627           19.8
RAG    19420628           19.0
RAG    19420629           20.0
RAG    19420630           23.9
RAG    19420701           26.5
RAG    19420702           22.3
RAG    19420703           21.0
RAG    19420704           25.0
RAG    19420705           27.5
RAG    19420706           29.7
RAG    19420707           22.8
RAG    19420708           23.0
RAG    19420709           25.1
RAG    19420710           28.0
RAG    19420711           18.4
RAG    19420712           18.2
RAG    19420713           17.2
RAG    19420714           20.3
RAG    19420715           15.3
RAG    19420716           20.4
RAG    19420717           23.1
RAG    19420718           17.4
RAG    19420719           13.4
RAG    19420720           13.0
RAG    19420721           17.4
RAG    19420722           22.4
RAG    19420723           19.0
RAG    19420724           23.4
RAG    19420725           26.8
RAG    19420726           25.4
RAG    19420727           25.6
RAG    19420728           21.5
RAG    19420729           24.3
RAG    19420730           24.5
RAG    19420731           24.2
RAG    19420801           24.8
RAG    19420802           29.8
RAG    19420803           18.2
RAG    19420804           20.1
RAG    19420805           17.2
RAG    19420806           13.2
RAG    19420807           20.0
RAG    19420808           22.3
RAG    19420809           21.5
RAG    19420810           22.1
RAG    19420811           24.9
RAG    19420812           19.2
RAG    19420813           18.7
RAG    19420814           20.6
RAG    19420815           23.0
RAG    19420816           23.9
RAG    19420817           24.0
RAG    19420818           25.4
RAG    19420819           25.2
RAG    19420820           24.7
RAG    19420821           18.5
RAG    19420822           22.2
RAG    19420823           24.1
RAG    19420824           19.1
RAG    19420825           23.1
RAG    19420826           28.3
RAG    19420827           26.5
RAG    19420828           28.5
RAG    19420829           28.8
RAG    19420830           24.5
RAG    19420831           26.7
RAG    19420901           23.0
RAG    19420902           23.9
RAG    19420903           29.0
RAG    19420904           25.4
RAG    19420905           23.7
RAG    19420906           23.0
RAG    19420907           19.5
RAG    19420908           21.2
RAG    19420909           22.8
RAG    19420910           24.8
RAG    19420911           25.6
RAG    19420912           26.4
RAG    19420913           25.4
RAG    19420914           25.0
RAG    19420915           23.2
RAG    19420916           18.1
RAG    19420917           18.9
RAG    19420918           19.0
RAG    19420919           19.9
RAG    19420920           23.3
RAG    19420921           24.6
RAG    19420922           19.5
RAG    19420923           20.1
RAG    19420924           19.2
RAG    19420925           18.7
RAG    19420926           13.6
RAG    19420927           12.1
RAG    19420928           13.8
RAG    19420929           19.4
RAG    19420930           23.5
RAG    19421001           25.3
RAG    19421002           22.4
RAG    19421003           21.5
RAG    19421004           21.1
RAG    19421005           25.1
RAG    19421006           22.3
RAG    19421007           20.0
RAG    19421008           21.8
RAG    19421009           15.5
RAG    19421010           15.6
RAG    19421011           15.0
RAG    19421012           14.6
RAG    19421013           12.4
RAG    19421014           14.8
RAG    19421015           16.1
RAG    19421016           16.4
RAG    19421017           12.2
RAG    19421018           10.6
RAG    19421019           12.4
RAG    19421020           16.9
RAG    19421021           16.0
RAG    19421022            9.8
RAG    19421023           10.1
RAG    19421024           17.2
RAG    19421025           14.2
RAG    19421026           18.6
RAG    19421027           20.7
RAG    19421028           20.7
RAG    19421029           18.8
RAG    19421030           22.1
RAG    19421031           15.0
RAG    19421101           11.8
RAG    19421102           13.7
RAG    19421103           14.8
RAG    19421104           16.1
RAG    19421105           16.2
RAG    19421106           17.9
RAG    19421107           11.0
RAG    19421108            7.0
RAG    19421109            7.7
RAG    19421110            5.9
RAG    19421111            8.0
RAG    19421112            4.0
RAG    19421113            1.3
RAG    19421114            1.9
RAG    19421115            3.2
RAG    19421116            2.6
RAG    19421117            2.3
RAG    19421118            1.3
RAG    19421119            4.5
RAG    19421120            0.4
RAG    19421121            1.8
RAG    19421122            2.3
RAG    19421123            1.7
RAG    19421124           -0.1
RAG    19421125           -1.8
RAG    19421126           -7.6
RAG    19421127           -7.4
RAG    19421128           -4.2
RAG    19421129           -2.1
RAG    19421130            0.6
RAG    19421201            0.2
RAG    19421202            3.5
RAG    19421203            2.5
RAG    19421204            2.0
RAG    19421205           10.0
RAG    19421206            9.4
RAG    19421207            5.7
RAG    19421208            6.0
RAG    19421209            5.3
RAG    19421210           12.8
RAG    19421211           16.6
RAG    19421212           11.8
RAG    19421213           12.3
RAG    19421214           14.1
RAG    19421215           14.3
RAG    19421216           12.8
RAG    19421217           13.2
RAG    19421218           14.8
RAG    19421219            6.5
RAG    19421220            4.6
RAG    19421221            3.8
