 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    19400718              0      23.4      15.4       7.1         -
ALT    19400719              0      22.3      17.1       0.0         -
ALT    19400720              0      28.0      18.3      16.6         -
ALT    19400721              0      22.4      17.8       4.1         -
ALT    19400722              0      20.0      16.3      14.4         -
ALT    19400723              0      18.4      16.4       7.7         -
ALT    19400724              0      22.0      17.9       0.7         -
ALT    19400725              0      23.7      19.5       1.1         -
ALT    19400726              0      26.1      19.8      22.2         -
ALT    19400727              0      28.4      16.2      13.8         -
ALT    19400728              0      20.6      14.2       0.1         -
ALT    19400729              0      21.2      13.9       0.0         -
ALT    19400730              0      21.3      15.6       0.0         -
ALT    19400731              0      22.7      16.0       0.0         -
ALT    19400801              1      25.7      17.2       0.0         -
ALT    19400802              0      26.2      18.5       0.0         -
ALT    19400803              1      28.3      18.1       0.0         -
ALT    19400804              1      26.4      19.3       0.0         -
ALT    19400805              0      29.3      19.9       0.6         -
ALT    19400806              0      23.6      18.7      11.6         -
ALT    19400807              0      27.8      19.3       0.7         -
ALT    19400808              0      24.5      19.2       0.2         -
ALT    19400809              1      32.1      20.3       0.0         -
ALT    19400810              0      26.5      18.6      12.8         -
ALT    19400811              0      21.9      19.3       0.0         -
ALT    19400812              0      18.9      16.4       0.0         -
ALT    19400813              0      20.0      17.3       0.0         -
ALT    19400814              0      23.0      15.8       0.0         -
ALT    19400815              0      20.9      16.5       0.2         -
ALT    19400816              0      20.9      18.2       0.0         -
ALT    19400817              0      22.5      15.7       0.0         -
ALT    19400818              1      26.3      15.5       0.0         -
ALT    19400819              0      22.0      17.3      16.1         -
ALT    19400820              0      15.6      13.1       5.7         -
ALT    19400821              0      14.5      12.9      29.4         -
ALT    19400822              0      11.2       9.5      26.9         -
ALT    19400823              0      15.9      12.0      13.4         -
ALT    19400824              0      13.9       8.6       3.7         -
ALT    19400825              1      23.3      10.6       0.0         -
ALT    19400826              1      26.2      11.7       0.0         -
ALT    19400827              1      27.0      15.4       4.5         -
ALT    19400828              0      18.5      14.6       0.9         -
ALT    19400829              0      17.4      15.2       0.7         -
ALT    19400830              0      16.4      12.6       0.0         -
ALT    19400831              1      22.5      12.1       0.0         -
ALT    19400901              1      25.7      13.9       0.0         -
ALT    19400902              1      26.7      15.8       0.0         -
ALT    19400903              0      23.5      16.1       0.0         -
ALT    19400904              1      26.4      15.6       0.0         -
ALT    19400905              1      22.5      16.1       0.0         -
ALT    19400906              1      27.5      16.6       0.0         -
ALT    19400907              1      26.0      16.9       0.0         -
ALT    19400908              0      21.8      17.2       0.5         -
ALT    19400909              0      17.7      13.1      51.8         -
ALT    19400910              0      10.6       8.3      21.0         -
ALT    19400911              0      11.0       9.4      17.4         -
ALT    19400912              0      16.4       8.8       0.1         -
ALT    19400913              0      20.3      10.2       2.5         -
ALT    19400914              0      14.5      10.9      15.3         -
ALT    19400915              0      17.0      11.7      23.8         -
ALT    19400916              0      18.0      12.7       0.7         -
ALT    19400917              1      26.3      13.7       0.0         -
ALT    19400918              0      21.5      15.2       0.0         -
ALT    19400919              0      23.4      15.8       0.0         -
ALT    19400920              0      22.5      17.5       2.4         -
ALT    19400921              0      23.4      18.3       0.0         -
ALT    19400922              0      24.3      16.8       0.0         -
ALT    19400923              0      21.7      16.5       3.4         -
ALT    19400924              0      19.5      15.4       1.6         -
